round,registry,municipality,uf,municipality_code,neighborhood,sector_code,interviews,region,ibge_population_2022,validation
junho/2026,BR-07661/2026,Salto do Itararé,PR,4122909,Vila Nova,412290905000003,6,Sul,600,population_api
junho/2026,BR-07661/2026,Salto do Itararé,PR,4122909,Centro,412290905000011,6,Sul,549,population_api
junho/2026,BR-07661/2026,Salto do Itararé,PR,4122909,Zona Rural,412290905000016,6,Sul,316,population_api
junho/2026,BR-07661/2026,Salvador,BA,2927408,Pituaçu,292740805090088,6,Nordeste,697,population_api
junho/2026,BR-07661/2026,Salvador,BA,2927408,Dom Avelar,292740805180279,6,Nordeste,776,population_api
junho/2026,BR-07661/2026,Salvador,BA,2927408,Saboeiro,292740805220295,6,Nordeste,955,population_api
junho/2026,BR-07661/2026,Salvador,BA,2927408,Federacao,292740805270052,6,Nordeste,580,population_api
junho/2026,BR-07661/2026,Santa Bárbara,MG,3157203,Sao Vicente,315720305000008,6,Sudeste,671,population_api
junho/2026,BR-07661/2026,Santa Bárbara,MG,3157203,Cleves De Faria,315720305000038,6,Sudeste,493,population_api
junho/2026,BR-07661/2026,Santa Bárbara do Monte Verde,MG,3157278,Sao Cristovao,315727805000002,6,Sudeste,607,population_api
junho/2026,BR-07661/2026,Santa Bárbara do Monte Verde,MG,3157278,Sao Sebastiao Do Barreado,315727820000001,6,Sudeste,111,population_api
junho/2026,BR-07661/2026,Senador Canedo,GO,5220454,Jardim Das Oliveiras,522045405000042,6,Centro-Oeste,608,population_api
junho/2026,BR-07661/2026,Senador Canedo,GO,5220454,Jardim Primavera,522045405000131,6,Centro-Oeste,1455,population_api
junho/2026,BR-07661/2026,Senador Canedo,GO,5220454,Jardim Bougainville,522045405000210,6,Centro-Oeste,855,population_api
junho/2026,BR-07661/2026,Sorocaba,SP,3552205,Vila Santana,355220505000064,6,Sudeste,513,population_api
junho/2026,BR-07661/2026,Sorocaba,SP,3552205,Vila Progresso,355220505000815,6,Sudeste,918,population_api
junho/2026,BR-07661/2026,Sumaré,SP,3552403,Parque Residencial Campo Belo,355240305000058,6,Sudeste,936,population_api
junho/2026,BR-07661/2026,Sumaré,SP,3552403,Jardim Denadai,355240315000082,6,Sudeste,569,population_api
junho/2026,BR-07661/2026,São Bernardo do Campo,SP,3548708,Taboao,354870805000731,6,Sudeste,608,population_api
junho/2026,BR-07661/2026,São Bernardo do Campo,SP,3548708,Montanhao,354870805001731,6,Sudeste,758,population_api
junho/2026,BR-07661/2026,São Francisco,MG,3161106,Sagrada Familia,316110605000047,6,Sudeste,587,population_api
junho/2026,BR-07661/2026,São Francisco,MG,3161106,Buriti Do Meio,316110615000014,6,Sudeste,811,population_api
junho/2026,BR-07661/2026,São Gonçalo,RJ,3304904,Lagoinha,330490410000187,6,Sudeste,316,population_api
junho/2026,BR-07661/2026,São Gonçalo,RJ,3304904,Barro Vermelho,330490420000379,6,Sudeste,549,population_api
junho/2026,BR-07661/2026,São José do Rio Preto,SP,3549805,Estancia Santa Clara,354980505000567,6,Sudeste,860,population_api
junho/2026,BR-07661/2026,São José do Rio Preto,SP,3549805,Higienopolis,354980505001149,6,Sudeste,332,population_api
junho/2026,BR-07661/2026,São José dos Campos,SP,3549904,Setor Socioeconômico 12,354990405000894,6,Sudeste,312,population_api
junho/2026,BR-07661/2026,São José dos Campos,SP,3549904,Condominio Terra Nova,354990410000102,6,Sudeste,528,population_api
junho/2026,BR-07661/2026,São João da Boa Vista,SP,3549102,Jardim Nova Sao Joao,354910205000029,6,Sudeste,513,population_api
junho/2026,BR-07661/2026,São João da Boa Vista,SP,3549102,Vila Valentin,354910205000159,6,Sudeste,466,population_api
junho/2026,BR-07661/2026,São João do Oeste,SC,4216255,Zona Rural,421625505000007,6,Sul,398,population_api
junho/2026,BR-07661/2026,São João do Oeste,SC,4216255,Zona Rural,421625505000029,6,Sul,322,population_api
junho/2026,BR-07661/2026,São João do Oeste,SC,4216255,Zona Rural,421625505000039,6,Sul,443,population_api
junho/2026,BR-07661/2026,São Lourenço da Mata,PE,2613701,Nova Tiuma,261370105000047,6,Nordeste,680,population_api
junho/2026,BR-07661/2026,São Lourenço da Mata,PE,2613701,Várzea Fria,261370105000122,6,Nordeste,691,population_api
junho/2026,BR-07661/2026,São Lourenço da Mata,PE,2613701,São João e São Paulo,261370105000207,6,Nordeste,626,population_api
junho/2026,BR-07661/2026,São Luís,MA,2111300,Coroadinho,211130005000382,6,Nordeste,657,population_api
junho/2026,BR-07661/2026,São Luís,MA,2111300,Ivar Saldanha,211130005001026,6,Nordeste,435,population_api
junho/2026,BR-07661/2026,São Luís,MA,2111300,Jardim Sao Cristovao Ii,211130005001775,6,Nordeste,731,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Chacara Mafalda,355030801000088,6,Sudeste,563,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Cachoeirinha,355030813000014,6,Sudeste,777,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Horto Do Ype,355030817000437,6,Sudeste,481,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Jardim Santa Terezinha,355030824000221,6,Sudeste,339,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Cerqueira Cesar,355030826000281,6,Sudeste,171,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Cursino,355030827000064,6,Sudeste,648,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Parque Residencial Dos Lagos,355030830000809,6,Sudeste,359,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Iguatemi,355030833000247,6,Sudeste,673,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Jaragua,355030842000610,6,Sudeste,292,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Jardim Helena,355030844000131,6,Sudeste,727,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Parque Sto Antonio,355030846000220,6,Sudeste,556,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Balneario Mar Paulista,355030858000111,6,Sudeste,672,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Penha,355030859000214,6,Sudeste,531,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Santo Elias,355030863000469,6,Sudeste,727,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Parque Sao Lucas,355030872000206,6,Sudeste,468,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Jardim Rodolfo Pirani,355030875000150,6,Sudeste,647,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Saude,355030877000567,6,Sudeste,435,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Socorro,355030879000073,6,Sudeste,309,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Vila Leonor,355030886000112,6,Sudeste,218,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Vila Matilde,355030891000269,6,Sudeste,280,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Vila Sonia,355030894000284,6,Sudeste,398,population_api
junho/2026,BR-07661/2026,São Paulo,SP,3550308,Lajeado,355030896000269,6,Sudeste,934,population_api
junho/2026,BR-07661/2026,São Pedro do Sul,RS,4319406,Sem Denominacao,431940605000011,6,Sul,422,population_api
junho/2026,BR-07661/2026,São Pedro do Sul,RS,4319406,Bairro Riveira,431940605000041,6,Sul,710,population_api
junho/2026,BR-07661/2026,São Sebastião,SP,3550704,Vila Piavu,355070410000055,6,Sudeste,252,population_api
junho/2026,BR-07661/2026,São Sebastião,SP,3550704,Sao Francisco,355070415000038,6,Sudeste,346,population_api
junho/2026,BR-07661/2026,São Tiago,MG,3165008,Cerrado,316500805000015,6,Sudeste,817,population_api
junho/2026,BR-07661/2026,São Tiago,MG,3165008,Zona Rural,316500810000007,6,Sudeste,500,population_api
junho/2026,BR-07661/2026,Teresina,PI,2211001,Satélite,221100105070155,6,Nordeste,577,population_api
junho/2026,BR-07661/2026,Teresina,PI,2211001,Parque Brasil,221100105080336,6,Nordeste,392,population_api
junho/2026,BR-07661/2026,Teresina,PI,2211001,Catarina,221100105100259,6,Nordeste,600,population_api
junho/2026,BR-07661/2026,Timóteo,MG,3168705,Cruzeirinho,316870505000056,6,Sudeste,652,population_api
junho/2026,BR-07661/2026,Timóteo,MG,3168705,Funcionarios,316870505000170,6,Sudeste,211,population_api
junho/2026,BR-07661/2026,Tomar do Geru,SE,2807501,Canafistula,280750105000005,6,Nordeste,166,population_api
junho/2026,BR-07661/2026,Tomar do Geru,SE,2807501,Cascavel,280750105000049,6,Nordeste,471,population_api
junho/2026,BR-07661/2026,Triunfo,RS,4322004,Olaria,432200405000013,6,Sul,1198,population_api
junho/2026,BR-07661/2026,Triunfo,RS,4322004,Zona Rural,432200410000003,6,Sul,504,population_api
junho/2026,BR-07661/2026,Triunfo,RS,4322004,Vendinha,432200420000013,6,Sul,406,population_api
junho/2026,BR-07661/2026,Ubajara,CE,2313609,Vila Nova,231360905000026,6,Nordeste,579,population_api
junho/2026,BR-07661/2026,Ubajara,CE,2313609,Centro,231360905000076,6,Nordeste,868,population_api
junho/2026,BR-07661/2026,Ubajara,CE,2313609,Distrito Jaburuna,231360915000028,6,Nordeste,700,population_api
junho/2026,BR-07661/2026,Unaí,MG,3170404,Dom Bosco,317040405000037,6,Sudeste,784,population_api
junho/2026,BR-07661/2026,Unaí,MG,3170404,Primavera v,317040405000132,6,Sudeste,749,population_api
junho/2026,BR-07661/2026,Unaí,MG,3170404,Primavera,317040405000230,6,Sudeste,580,population_api
junho/2026,BR-07661/2026,Vargem Grande Paulista,SP,3556453,Parque Ruth Maria,355645305000053,6,Sudeste,571,population_api
junho/2026,BR-07661/2026,Vargem Grande Paulista,SP,3556453,Chacara Portao Vermelho,355645305000130,6,Sudeste,379,population_api
junho/2026,BR-07661/2026,Varginha,MG,3170701,Boa Vista,317070105000047,6,Sudeste,695,population_api
junho/2026,BR-07661/2026,Varginha,MG,3170701,Parque Alto Da Figueira,317070105000219,6,Sudeste,878,population_api
junho/2026,BR-07661/2026,Vilhena,RO,1100304,Quinto Bec,110030405000008,6,Norte,786,population_api
junho/2026,BR-07661/2026,Vilhena,RO,1100304,Bela Vista,110030405000083,6,Norte,792,population_api
junho/2026,BR-07661/2026,Vilhena,RO,1100304,Jardim Social,110030405000178,6,Norte,515,population_api
