2018_DEPUTADO ESTADUAL_1_total,2018_DEPUTADO FEDERAL_1_total,2018_GOVERNADOR_1_total,2018_GOVERNADOR_2_total,2018_PRESIDENTE_1_total,2018_PRESIDENTE_2_total,2018_SENADOR_1_total,2022_DEPUTADO ESTADUAL_1_total,2022_DEPUTADO FEDERAL_1_total,2022_GOVERNADOR_1_total,2022_GOVERNADOR_2_total,2022_PRESIDENTE_1_total,2022_PRESIDENTE_2_total,2022_SENADOR_1_total,carla_2018_1,carla_2022_1,diferenca_governo_presidente_pp,eduardo_2018_1,eduardo_2022_1,eleitorado,gil_2018_1,gil_2022_1,haddad_2022_1,haddad_2022_2,id,jair_2018_1,jair_2018_1_pct,jair_2018_2,jair_2018_2_pct,jair_2022_1,jair_2022_1_pct,jair_2022_2,jair_2022_2_pct,mario_2022_1,mudanca_jair_pp,nome,pib_2023,pib_pc_2023,populacao,pt_2018_1,pt_2018_2,pt_2022_1,pt_2022_2,regiao,renda,tarcisio_2022_1,tarcisio_2022_1_pct,tarcisio_2022_2,tarcisio_2022_2_pct,virada
237660,251765,261387,278927,305135,297645,444667,282200,301343,310185,328759,342895,346147,288937,1069,15877,-0.056201887395388894,20473,9260,471134,2410,2335,99818,132947,3543402,177963,58.322709620331985,215117,72.27300979354601,180226,52.56011315417256,206363,59.61715687265815,1842,-12.65585292088786,Ribeirão Preto,52306819755.0,74869.27,698642.0,33410,82528,125555,139784,Ribeirão Preto,2507.29,150509,48.52233344616922,195812,59.56095498526276,Jair → Jair
2822,2806,2839,2893,3135,3032,4966,2907,3118,3201,3321,3368,3403,2941,4,64,2.0642642838744294,188,73,4560,9,6,1003,1529,3543501,1435,45.77352472089314,1741,57.42084432717678,1542,45.78384798099763,1766,51.89538642374376,2,-5.525457903433022,Riversul,119164482.0,21283.17,5599.0,1076,1291,1567,1637,Sorocaba,1032.65,960,29.99062792877226,1792,53.95965070761819,Jair → Jair
2432,2545,2437,2302,2725,2529,4300,3007,3149,3066,3205,3308,3349,2905,0,63,1.5791334549768976,128,77,5143,18,34,1170,1427,3543600,1452,53.28440366972477,1672,66.11308817714512,1626,49.15356711003628,1805,53.89668557778441,12,-12.216402599360705,Rifaina,232910865.0,57523.06,4049.0,572,857,1533,1544,Ribeirão Preto,1599.06,1518,49.510763209393346,1778,55.47581903276131,Jair → Jair
4096,4211,4376,4804,5138,5149,7652,4493,4860,4911,5222,5463,5508,4506,1,77,0.5337940955351499,225,114,7182,33,25,2449,2768,3543709,2237,43.5383417672246,2957,57.42862691784813,2249,41.16785648910855,2559,46.45969498910675,19,-10.968931928741377,Rincão,346936887.0,38133.31,9098.0,1335,2192,2895,2949,Araraquara,1396.8,1755,35.736102626756264,2454,46.9934890846419,Jair → PT
4520,4563,4622,4881,5353,5155,7722,4635,4916,5084,5358,5569,5680,4723,14,277,1.7173280444143018,355,191,7458,58,13,1019,1605,3543808,3285,61.367457500467026,4076,79.06886517943744,3477,62.434907523792425,3881,68.3274647887324,10,-10.741400390705039,Rinópolis,495679830.0,53534.92,9259.0,677,1079,1712,1799,Marília,1359.86,2847,55.99921321793863,3753,70.0447928331467,Jair → Jair
87240,89896,90046,95267,105417,102573,155675,97616,100603,102884,109847,114947,116390,96899,288,5570,0.16599168353444327,10473,5159,151028,1094,913,26119,35370,3543907,68986,65.44105789388809,81089,79.05491698595146,69596,60.54616475419106,78720,67.63467651860125,740,-11.420240467350212,Rio Claro,15427116506.0,76592.54,201418.0,9148,21484,33920,37670,Campinas,2056.67,58351,56.7153298860853,74477,67.8006682021357,Jair → Jair
13457,14178,14160,15033,17386,16971,24041,15715,16648,16931,18088,19222,19382,15796,39,919,1.0893925481819906,2069,1067,25321,326,221,4585,5785,3544004,10966,63.07373748993443,12839,75.65258381945672,11631,60.508792009156174,12972,66.92807759777112,136,-8.724506221685601,Rio das Pedras,2037525868.0,65038.49,31328.0,2580,4132,6137,6410,Campinas,1563.69,9526,56.26365837812297,12303,68.01747014595311,Jair → Jair
18186,19737,20079,21413,23986,22959,34197,21458,22674,23103,24286,26266,26283,20580,48,549,-0.41275561771939095,1518,580,33756,264,140,10388,13590,3544103,10946,45.63495372300508,13583,59.16198440698637,9689,36.88799208101729,11684,44.4545904196629,66,-14.70739398732347,Rio Grande da Serra,1166050396.0,26399.15,44170.0,5573,9376,13757,14599,São Paulo,1233.69,6819,29.51564731853006,10696,44.04183480194351,Jair → PT
4186,4414,4365,4376,4811,4605,7486,4668,5029,5073,5209,5386,5405,4667,4,159,1.7446463984894862,287,146,7099,5,29,1970,2570,3544202,2133,44.335896902930784,2503,54.353963083604775,2449,45.4697363535091,2644,48.91766882516189,6,-5.436294258442885,Riolândia,390634838.0,37892.6,10309.0,1674,2102,2751,2761,São José do Rio Preto,1152.39,1863,36.723832052040216,2639,50.662315223651376,Jair → PT
8021,8074,8237,8155,9421,9009,14436,8389,9010,9217,9560,9940,10038,8534,35,334,1.1038055389519812,672,227,14313,43,49,4606,5144,3544251,3947,41.89576478080883,4592,50.971250971250974,3990,40.140845070422536,4526,45.08866308029488,19,-5.882587890956096,Rosana,1542730941.0,88459.34,17440.0,3412,4417,5302,5512,Presidente Prudente,1598.65,3633,39.41629597482912,4416,46.19246861924686,Jair → PT
5219,5446,5561,5620,6175,5870,9527,5823,6077,6073,6324,6633,6616,5689,8,193,0.39764257694339733,741,186,8339,60,24,1621,2354,3544301,3615,58.54251012145749,4461,75.99659284497444,3675,55.40479421076436,4127,62.37908101571947,13,-13.617511829254973,Roseira,450314327.0,41572.59,10832.0,623,1409,2338,2489,São José dos Campos,1393.07,2910,47.91700971513255,3970,62.77672359266287,Jair → Jair
1449,1476,1471,1486,1623,1516,2620,1627,1701,1725,1716,1780,1771,1615,0,23,1.623376623376629,52,53,2392,10,7,457,663,3544400,817,50.338878619839804,1048,69.12928759894459,993,55.78651685393258,1058,59.74025974025974,1,-9.389027858684848,Rubiácea,88678676.0,32843.95,2700.0,363,468,658,713,Araçatuba,1214.43,738,42.78260869565217,1053,61.36363636363637,Jair → Jair
1739,1733,1684,1816,1994,1939,2900,2082,2120,2178,2246,2318,2347,2018,4,85,1.369247644157241,88,80,3925,7,22,568,842,3544509,1161,58.224674022066196,1370,70.65497679216091,1322,57.03192407247627,1435,61.141883255219426,2,-9.513093536941483,Rubinéia,196382182.0,51234.59,3833.0,381,569,852,912,São José do Rio Preto,1417.38,1061,48.71441689623508,1404,62.51113089937667,Jair → Jair
2396,2565,2435,2649,2932,2923,3923,2703,2834,2906,3051,3121,3222,2614,10,120,1.4710810083331936,193,74,4357,12,11,725,1224,3544608,1752,59.75443383356071,2066,70.68080738966815,1656,53.05991669336751,1882,58.41092489137182,5,-12.269882498296326,Sabino,183224581.0,35842.05,5112.0,557,857,1313,1340,Bauru,1431.47,995,34.2395044735031,1827,59.882005899705014,Jair → Jair
1305,1343,1358,1384,1517,1407,2363,1417,1434,1461,1482,1544,1552,1329,0,28,2.1891564756458948,65,14,2097,6,1,366,678,3544707,620,40.87013843111404,865,61.478322672352526,673,43.5880829015544,808,52.06185567010309,0,-9.416467002249433,Sagres,72625441.0,29355.47,2474.0,366,542,734,744,Presidente Prudente,1184.76,407,27.857631759069132,804,54.25101214574899,Jair → Jair
2897,3057,3003,3154,3464,3309,5208,3297,3498,3573,3678,3763,3839,3383,5,117,1.3096322182641984,286,101,5360,27,33,589,976,3544806,2169,62.61547344110855,2679,80.96101541251133,2557,67.95110284347595,2770,72.15420682469393,9,-8.8068085878174,Sales,266233881.0,41359.93,6437.0,379,630,1004,1069,São José do Rio Preto,1449.56,1914,53.56842989084803,2702,73.46383904295813,Jair → Jair
4735,4913,4858,5313,5805,5669,8308,5702,5976,5793,6094,6435,6429,5375,5,89,0.9337356578226377,386,131,8530,23,27,1603,2146,3544905,3533,60.86132644272179,4182,73.76962427235844,3730,57.96425796425797,4105,63.85129880230207,6,-9.918325470056374,Sales Oliveira,529464336.0,46399.47,11411.0,728,1487,2192,2324,Ribeirão Preto,1668.02,3003,51.83842568617297,3948,64.7850344601247,Jair → Jair
9108,9451,9216,9591,10494,9995,16347,10092,10479,10237,10876,11348,11340,9580,16,190,0.8424743768620147,471,237,14749,73,35,2790,4230,3545001,5382,51.286449399656945,7429,74.3271635817909,5804,51.1455763130067,6834,60.264550264550266,31,-14.062613317240633,Salesópolis,310985155.0,20456.86,15202.0,951,2566,4018,4506,São Paulo,1326.05,4054,39.60144573605548,6646,61.10702464141228,Jair → Jair
2364,2458,2429,2558,2812,2720,4156,2528,2673,2706,2829,2989,2994,2504,4,33,2.376191053014473,118,76,3879,11,16,715,1112,3545100,1383,49.18207681365576,1786,65.66176470588235,1602,53.59652057544329,1746,58.31663326653307,4,-7.345131439349281,Salmourão,114823550.0,23881.77,4808.0,556,934,1234,1248,Presidente Prudente,1280.67,1235,45.63932002956393,1717,60.69282431954754,Jair → Jair
4419,4553,4534,4735,5147,4993,8157,4876,5050,5070,5343,5468,5578,4944,10,266,0.7645138346302787,680,758,7148,70,107,652,963,3545159,3976,77.24888284437536,4454,89.20488684157822,4143,75.76810534016094,4530,81.21190390821083,43,-7.9929829333673865,Saltinho,471342306.0,57755.46,8161.0,187,539,909,1048,Campinas,1814.85,3447,67.98816568047337,4380,81.97641774284111,Jair → Jair
53774,55352,55268,57255,64387,62290,95983,62456,64403,65589,68902,72459,73071,61366,231,3586,0.2466440338386917,6061,2595,95435,561,534,20462,26539,3545209,38528,59.83816608942799,46789,75.1147856798844,39008,53.834582315516364,44746,61.2363317868922,394,-13.878453892992205,Salto,11498958795.0,85609.32,134319.0,8909,15501,25788,28325,Sorocaba,1902.87,32330,49.29180197899038,42363,61.48297582073089,Jair → Jair
15736,17339,17884,18331,21015,20191,30832,18300,20085,20409,21508,22572,22949,18477,72,593,0.8801713153390196,2067,616,31396,218,135,6399,8672,3545308,11302,53.78063288127528,14417,71.40310039126344,11726,51.94931773879142,13494,58.799947710139875,53,-12.60315268112356,Salto de Pirapora,2856415228.0,65292.48,43748.0,2989,5774,8862,9455,Sorocaba,1536.7,8321,40.77122837963643,12836,59.680119025478895,Jair → Jair
3816,4135,3899,4020,4446,4251,6865,4252,4466,4426,4627,4868,4906,4169,3,28,1.7873915939084242,48,49,6588,22,10,1342,1846,3545407,2354,52.94646873594242,2936,69.06610209362503,2592,53.24568611339359,2861,58.316347329800244,2,-10.74975476382479,Salto Grande,394927897.0,43638.44,9050.0,699,1315,1940,2045,Marília,1320.5,2187,49.412562132851335,2781,60.10373892370867,Jair → Jair
2147,2225,2273,2227,2448,2306,4134,2281,2445,2432,2514,2556,2558,2291,2,11,0.6884045125250111,48,26,4894,4,0,1418,1565,3545506,805,32.88398692810458,983,42.62792714657415,863,33.76369327073552,948,37.06020328381548,0,-5.567723862758669,Sandovalina,455962205.0,125092.51,3645.0,1123,1323,1562,1610,Presidente Prudente,1322.62,692,28.45394736842105,949,37.748607796340494,PT → PT
6040,6546,6340,7009,7526,7352,10938,7082,7919,7683,7912,8276,8349,7047,6,173,3.4095435465046577,578,138,10863,91,49,1572,2740,3545605,4511,59.93887855434494,5649,76.83623503808488,4617,55.78782020299661,5173,61.95951610971374,5,-14.87671892837114,Santa Adélia,560338958.0,39972.82,14018.0,946,1703,3028,3176,São José do Rio Preto,1450.23,2978,38.7609006898347,5172,65.3690596562184,Jair → Jair
2951,2946,2927,3175,3451,3313,5108,3300,3461,3598,3734,3879,3925,3271,14,336,1.8716425751998287,228,151,5094,23,28,921,1379,3545704,1963,56.88206317009563,2454,74.07183821309991,2194,56.56096932199021,2402,61.197452229299365,2,-12.874385983800543,Santa Albertina,333896991.0,52228.53,6393.0,609,859,1442,1523,São José do Rio Preto,1489.31,1612,44.80266814897165,2355,63.069094804499194,Jair → Jair
80958,86386,85531,90479,102209,98908,147109,94317,102276,98992,104026,109905,110889,93587,307,4044,0.17314379579669037,11179,2622,138421,1438,646,27006,34832,3545803,64931,63.52767368822706,76429,77.27281918550572,64676,58.84718620626905,73567,66.34291949607265,415,-10.929899689433071,Santa Bárbara d'Oeste,10803991725.0,58926.47,183347.0,12473,22479,34471,37322,Campinas,1877.28,55354,55.91764991110393,69194,66.51606329186934,Jair → Jair
7488,7568,7690,7774,8571,8159,13395,7804,8144,8094,8464,8858,8816,7608,14,266,1.2033671379413207,751,212,11915,56,37,2359,3244,3546009,4729,55.17442538793606,6230,76.35739673979654,4765,53.793181305035,5331,60.469600725952816,19,-15.887796013843726,Santa Branca,357556385.0,25585.43,13975.0,863,1929,3116,3485,São José dos Campos,1448.84,3863,47.726711144057326,5220,61.67296786389414,Jair → Jair
1292,1257,1261,1346,1459,1452,2157,1541,1583,1627,1682,1734,1762,1466,1,45,2.364219667144006,57,59,2443,2,7,363,680,3546108,817,55.997258396161754,988,68.04407713498622,926,53.40253748558247,1008,57.20771850170261,0,-10.836358633283616,Santa Clara d'Oeste,130552835.0,50251.28,2598.0,329,464,735,754,São José do Rio Preto,1467.76,673,41.36447449293178,1002,59.571938168846614,Jair → Jair
2356,2470,2491,2565,2847,2734,4341,2714,2839,2893,2982,3093,3085,2713,8,125,0.846755302207626,241,128,4152,15,58,601,865,3546207,1919,67.40428521250439,2202,80.54133138258962,1982,64.08018105399289,2164,70.14586709886548,18,-10.395464283724138,Santa Cruz da Conceição,200489693.0,46876.24,4277.0,300,532,855,921,Campinas,1761.73,1633,56.44659522986519,2117,70.9926224010731,Jair → Jair
1183,1264,1221,1245,1398,1316,2065,1392,1468,1432,1498,1564,1567,1347,6,38,0.46021796345350907,50,34,2343,3,8,457,625,3546256,774,55.36480686695279,941,71.50455927051672,804,51.406649616368284,906,57.8174856413529,4,-13.68707362916382,Santa Cruz da Esperança,101458892.0,47948.44,2116.0,159,375,650,661,Ribeirão Preto,1486.5,648,45.25139664804469,873,58.27770360480641,Jair → Jair
12131,13157,13078,13827,15578,15125,23067,12883,13756,13893,15021,15883,16125,12636,52,560,1.2264553655889472,1619,564,21473,177,111,4099,5500,3546306,9334,59.91783284118629,11123,73.5404958677686,8866,55.82068878675313,10023,62.15813953488372,70,-11.382356332884875,Santa Cruz das Palmeiras,788978101.0,27334.33,28864.0,2524,4002,5725,6102,Campinas,1607.04,6361,45.785647448355284,9521,63.38459490047267,Jair → Jair
21805,21554,21616,22516,24477,23610,37268,21887,22760,23295,24517,25482,25813,22319,49,857,0.8205274439734183,2313,832,34107,162,182,4774,6587,3546405,16684,68.1619479511378,19301,81.74925878864887,16884,66.2585354367789,18666,72.3124007283152,69,-9.436858060333677,Santa Cruz do Rio Pardo,4319822468.0,93015.43,46442.0,1657,4309,6545,7147,Marília,1738.78,14537,62.40394934535308,17930,73.13292817228862,Jair → Jair
3043,3173,3141,3362,3576,3489,5459,3332,3538,3592,3763,3914,3935,3328,0,95,2.0938510157586663,175,98,5048,18,16,1255,1676,3546504,1835,51.31431767337808,2232,63.97248495270851,1905,48.67143587123147,2100,53.367217280813215,19,-10.605267671895298,Santa Ernestina,152154555.0,24869.98,6118.0,837,1257,1794,1835,Ribeirão Preto,1533.31,1535,42.733853006681514,2087,55.46106829657188,Jair → Jair
15369,14303,14568,15673,16826,16614,24551,17368,17274,17767,18663,19051,19409,16643,26,637,2.012439234526809,1242,708,25902,55,174,3725,5539,3546603,10998,65.36312849162012,13054,78.57228843144335,11880,62.35893128969608,13258,68.30851666752538,42,-10.263771763917973,Santa Fé do Sul,1988880172.0,57161.58,34794.0,1957,3560,5692,6151,São José do Rio Preto,1938.25,9803,55.17532504080599,13124,70.32095590205219,Jair → Jair
10383,10566,10704,11562,12638,12533,18816,12230,13215,12987,13843,14474,14646,12361,25,502,1.7727462975606727,1237,445,19166,194,126,3344,4385,3546702,8253,65.30305428074062,9755,77.83451687544881,8755,60.487771175901614,9747,66.55059401884473,62,-11.283922856604079,Santa Gertrudes,3568256895.0,151126.89,23611.0,1617,2778,4664,4899,Campinas,1593.01,7471,57.52675752675753,9458,68.3233403164054,Jair → Jair
22441,23771,23432,25179,28268,27404,39917,26622,28134,27737,29265,31767,31656,25765,85,890,0.20127473621803205,2335,872,41754,288,169,8416,11215,3546801,16214,57.35814348379793,20358,74.28842504743832,17120,53.892404067113674,19461,61.4764973464746,88,-12.811927700963722,Santa Isabel,2298061229.0,43217.76,53174.0,3311,7046,11398,12195,São Paulo,1412.6,13104,47.243753830623355,18050,61.677772082692634,Jair → Jair
3852,3867,4010,4145,4944,4791,6764,3980,4224,4347,4528,4954,4975,3827,2,90,0.6394206012394079,226,94,6330,41,13,1969,2585,3546900,2263,45.77265372168285,2824,58.94385305781674,1808,36.49576100121114,2103,42.2713567839196,8,-16.67249627389714,Santa Lúcia,185362450.0,25928.44,7149.0,1317,1967,2798,2872,Araraquara,1388.3,1240,28.525419829767657,1943,42.91077738515901,Jair → PT
2411,2523,2499,2634,2793,2795,4323,2642,2758,2857,3052,3124,3209,2648,3,137,3.6058786987939797,159,79,4228,3,10,606,997,3547007,1733,62.04797708557107,2074,74.20393559928443,1828,58.51472471190781,2045,63.72701776254285,0,-10.476917836741585,Santa Maria da Serra,197769076.0,37720.59,5243.0,432,721,1110,1164,Campinas,1491.6,1337,46.79733986699335,2055,67.33289646133683,Jair → Jair
1433,1500,1529,1602,1728,1682,2637,1685,1797,1762,1786,1900,1875,1646,2,32,1.4714445688689821,99,34,2680,2,1,524,831,3547106,881,50.9837962962963,1029,61.17717003567182,905,47.63157894736842,975,52.0,8,-9.177170035671821,Santa Mercedes,97262169.0,32903.3,2956.0,428,653,884,900,Presidente Prudente,1549.88,634,35.98183881952327,955,53.47144456886898,Jair → Jair
966,910,931,1042,1105,1069,1605,1036,1069,1105,1166,1162,1198,1016,0,42,0.9335169822774887,62,31,1933,0,1,291,467,3547205,592,53.574660633484164,733,68.56875584658559,628,54.0447504302926,707,59.01502504173623,4,-9.553730804849359,Santana da Ponte Pensa,56776266.0,33997.76,1670.0,207,336,449,491,São José do Rio Preto,1574.52,480,43.43891402714932,699,59.94854202401372,Jair → Jair
55770,54122,56663,58134,63975,60783,98380,67958,71950,75135,73130,78291,77577,66889,224,2740,0.9640046369477844,4895,2075,111522,410,662,16262,32333,3547304,32656,51.044939429464634,40706,66.96938288666239,34978,44.67691050056839,42530,54.82295010118978,380,-12.146432785472605,Santana de Parnaíba,14328397388.0,92978.15,154105.0,11335,20077,31423,35047,São Paulo,3465.07,22733,30.256205496772477,40797,55.78695473813757,Jair → Jair
1411,1418,1409,1562,1647,1638,2428,1583,1652,1711,1805,1828,1864,1565,1,59,0.9204879150666301,78,46,2472,7,4,492,760,3547403,890,54.03764420157863,1127,68.80341880341881,929,50.820568927789935,1062,56.97424892703863,1,-11.829169876380178,Santa Rita d'Oeste,105525401.0,38611.56,2733.0,342,511,746,802,São José do Rio Preto,1350.25,663,38.74926943308007,1045,57.89473684210526,Jair → Jair
12622,13047,13025,13378,14644,14143,22913,12593,13543,13378,14244,14678,14922,12802,371,1901,0.169395317882703,1399,306,20029,107,67,2952,4322,3547502,10143,69.26386233269598,11659,82.43654104503995,9223,62.835536176590814,10369,69.48800428896931,15,-12.948536756070638,Santa Rita do Passa Quatro,992179626.0,39954.08,24833.0,998,2484,4016,4553,Araraquara,1753.02,7432,55.553894453580504,9922,69.65739960685201,Jair → Jair
9818,10482,10381,11009,12390,12094,17904,11565,12132,11899,12815,13504,13759,11076,28,311,0.981529289224568,553,308,18058,75,56,4136,5443,3547601,6580,53.10734463276836,8540,70.61352736894328,6677,49.444609004739334,7780,56.54480703539502,34,-14.068720333548264,Santa Rosa de Viterbo,1131988610.0,48352.85,23411.0,1573,3554,5505,5979,Ribeirão Preto,1588.13,5153,43.30616018152786,7372,57.526336324619585,Jair → Jair
1144,1089,1156,1223,1318,1287,1877,1222,1255,1275,1321,1359,1356,1202,10,151,1.0581842217502953,100,63,1841,6,6,331,402,3547650,824,62.51896813353566,980,76.14607614607614,852,62.69315673289183,929,68.51032448377582,8,-7.635751662300322,Santa Salete,66139508.0,40206.39,1645.0,230,307,425,427,São José do Rio Preto,1589.31,763,59.84313725490196,919,69.56850870552611,Jair → Jair
9135,8716,9242,9824,10664,10408,15155,9386,10120,10385,11180,11357,11612,9642,58,296,1.2840796979498705,757,290,15092,56,60,3693,4345,3547700,6073,56.94861215303826,7122,68.42813220599538,6251,55.04094391124416,6950,59.851877368239755,31,-8.576254837755627,Santo Anastácio,630472796.0,35098.41,17963.0,2055,3286,4412,4662,Presidente Prudente,1557.89,5576,53.69282619162253,6835,61.135957066189626,Jair → Jair
314141,331094,355066,370442,409682,395060,622979,377157,385396,398688,412622,434813,433097,368665,1728,18925,-0.5427941772236053,34678,12716,573176,4358,3592,155087,199768,3547809,212986,51.9881273768435,264039,66.83516427884372,188805,43.42211479417589,225767,52.1285070088225,2793,-14.706657270021218,Santo André,36931350665.0,49312.88,748919.0,70491,131021,185501,207330,São Paulo,2460.93,149338,37.457360141263344,212854,51.5857128315989,Jair → Jair
3262,3495,3377,3414,3897,3676,5872,3631,3899,3777,4057,4163,4215,3496,6,86,1.7236409632487977,151,89,5708,20,11,1295,1755,3547908,1887,48.42186297151655,2294,62.40478781284004,2025,48.64280566898871,2319,55.01779359430605,6,-7.386994218533992,Santo Antônio da Alegria,282936894.0,41761.9,6775.0,829,1382,1759,1896,Ribeirão Preto,1366.48,1512,40.031771247021446,2302,56.74143455755485,Jair → Jair
9103,9978,9887,10395,11696,11279,17281,10249,11073,11339,12104,12698,12843,10363,23,532,2.187195516301685,1273,609,16304,207,138,2868,3736,3548005,7618,65.13337893296854,8882,78.74811596772764,7677,60.458339896046624,8598,66.94697500583976,74,-11.801140961887882,Santo Antônio de Posse,2146889717.9999998,92363.18,23244.0,1457,2397,4089,4245,Campinas,1423.41,5891,51.95343504718229,8368,69.13417052214145,Jair → Jair
4395,4566,4548,4685,4916,4759,8410,5013,5215,5281,5438,5513,5553,5055,8,107,1.033022450349229,180,78,7300,5,21,1615,2158,3548054,2704,55.00406834825061,3165,66.505568396722,3026,54.888445492472336,3292,59.28327030433999,14,-7.222298092382005,Santo Antônio do Aracanguá,380219452.0,45377.66,8379.0,1332,1594,2206,2261,Araçatuba,1499.77,1890,35.78867638704791,3280,60.31629275468922,Jair → Jair
3164,3298,3268,3467,3814,3728,5785,3232,3466,3438,3693,3891,4007,3196,5,212,0.6998110739187808,220,93,5177,22,31,874,1305,3548104,2182,57.21027792343996,2879,77.22639484978541,2190,56.28373168851195,2563,63.96306463688545,19,-13.263330212899959,Santo Antônio do Jardim,253743152.0,41420.69,6126.0,442,849,1320,1444,Campinas,1487.79,1574,45.782431646305994,2388,64.66287571080423,Jair → Jair
3467,3637,3841,3929,4311,4035,6745,3784,4164,4209,4478,4646,4742,3889,9,159,1.9226382356858167,296,111,6122,49,32,1103,1829,3548203,2103,48.782185107863604,3093,76.6542750929368,2369,50.99009900990099,2714,57.23323492197385,8,-19.421040170962947,Santo Antônio do Pinhal,191747438.0,26881.74,7133.0,364,942,1718,2028,São José dos Campos,1728.57,1678,39.866951770016634,2649,59.15587315765967,Jair → Jair
1537,1738,1755,1784,1896,1823,2904,1785,1875,1954,2038,2062,2088,1835,4,27,0.4968340984888613,63,26,2688,6,6,772,963,3548302,987,52.05696202531646,1125,61.71146461876029,1006,48.78758486905917,1091,52.25095785440613,7,-9.460506764354157,Santo Expedito,60255674.0,20085.22,3000.0,483,698,954,997,Presidente Prudente,1258.52,817,41.81166837256909,1075,52.74779195289499,Jair → Jair
2079,2142,2035,2139,2339,2278,3715,2044,2172,2279,2333,2408,2461,2048,4,59,2.1984100706555907,91,27,3238,18,11,501,873,3548401,1361,58.18725951261223,1616,70.93942054433714,1315,54.60963455149502,1486,60.38195855343356,1,-10.557461990903576,Santópolis do Aguapeí,97801855.0,25083.83,3899.0,471,662,959,975,Araçatuba,1254.45,658,28.872312417727073,1460,62.580368624089154,Jair → Jair
213736,221125,225935,232379,246391,236628,397678,232971,244695,245668,249210,261974,259567,234207,970,4946,0.38181778522965715,22954,5600,348128,1527,1172,81488,108205,3548500,136051,55.21752012045894,168843,71.35377047517622,126156,48.15592387030774,145874,56.198977527960025,1136,-15.154792947216194,Santos,30961718450.0,73963.51,418608.0,25483,67785,99198,113693,São Paulo,3237.52,113552,46.22173013986355,141005,56.58079531318968,Jair → Jair
5248,5493,5610,5643,6436,6037,9742,5575,6187,6194,6558,6855,6981,5701,14,322,1.5267489210355691,459,186,9087,42,43,1444,2301,3548609,3369,52.34617775015538,4667,77.30660924300149,3768,54.967177242888404,4425,63.38633433605501,38,-13.920274906946482,São Bento do Sapucaí,354768094.0,30389.59,11674.0,404,1370,2269,2556,São José dos Campos,1710.26,2781,44.89828866645141,4257,64.91308325709058,Jair → Jair
345857,366109,394021,405143,450845,433553,680943,412018,438452,447862,463891,488795,487152,411761,1862,17670,0.013176628779383748,32099,11245,626754,4205,3314,200752,249641,3548708,207539,46.03333739977154,258269,59.57034088104569,185834,38.01880133798423,224929,46.17224192859724,2391,-13.39809895244845,São Bernardo do Campo,71965791185.0,88766.77,810729.0,107778,175284,240348,262223,São Paulo,2229.41,144394,32.24073486922311,214250,46.18541855737662,Jair → PT
87883,92713,98583,101068,107551,102524,178395,101415,104416,107926,110411,114483,113449,102818,676,7456,0.0326162324719661,9387,3828,147740,893,1205,30683,44048,3548807,62018,57.663806008312335,77010,75.11411962077172,57617,50.32799629639335,68152,60.07280804590609,1024,-15.041311574865624,São Caetano do Sul,22553448009.0,136147.1,165655.0,9132,25514,38172,45297,São Paulo,3884.58,47784,44.27478086837277,66363,60.10542427837806,Jair → Jair
98848,103525,107315,113852,127732,123635,189775,113912,119900,125811,132801,141343,141689,115481,594,6557,-0.0664167898367296,10558,4816,195907,1259,864,48302,63862,3548906,67622,52.940531738327124,83202,67.29647753467869,63581,44.98347990349717,73647,51.9779234802984,671,-15.318554054380286,São Carlos,18386920167.0,72146.03,254857.0,16249,40433,60894,68042,Araraquara,2281.26,51718,41.107693285960686,68939,51.91150669046167,Jair → Jair
1348,1296,1366,1548,1646,1691,2295,1447,1573,1648,1789,1816,1870,1480,2,79,0.7828291131483809,98,90,2507,3,7,512,781,3549003,891,54.13122721749696,1087,64.28149024246008,900,49.559471365638764,1039,55.56149732620321,1,-8.71999291625687,São Francisco,59556069.0,22888.57,2602.0,423,604,781,831,São José do Rio Preto,1574.4,674,40.898058252427184,1008,56.34432643935159,Jair → Jair
38565,42363,42297,43860,48363,46561,73164,43986,45408,46935,49765,51637,52462,43973,147,4208,0.13107964797974603,4580,2140,67282,516,538,11828,17220,3549102,29996,62.022620598391335,36546,78.49058224694487,30283,58.64593218041327,34240,65.26628797987115,325,-13.224294267073716,São João da Boa Vista,5011180867.0,54147.42,92547.0,4113,10015,16315,18222,Campinas,1961.78,24494,52.187067220624265,32545,65.3973676278509,Jair → Jair
1354,1456,1304,1491,1567,1553,2262,1429,1498,1553,1654,1704,1738,1363,0,45,2.0306457964303135,43,23,2243,4,2,566,900,3549201,706,45.054243777919595,873,56.2137797810689,645,37.852112676056336,757,43.555811277330264,1,-12.657968503738637,São João das Duas Pontes,72713498.0,28183.53,2580.0,463,680,945,981,São José do Rio Preto,1560.38,451,29.040566645202833,754,45.58645707376058,Jair → PT
1049,1105,1047,1067,1162,1106,1930,1151,1237,1237,1295,1300,1334,1180,1,8,-1.0844384757428216,14,25,1814,1,4,392,746,3549250,454,39.070567986230635,572,51.717902350813745,508,39.07692307692308,580,43.47826086956522,3,-8.239641481248526,São João de Iracema,69614459.0,37710.97,1846.0,349,534,709,754,São José do Rio Preto,1454.39,321,25.949878738884397,549,42.3938223938224,Jair → PT
