uf,municipio,codigo_tse,eleitores_2026,bolsonaro_1t,bolsonaro_2t,lula_1t,lula_2t,ciro_tebet_1t,ganho_bolsonaro,ganho_lula,ganho_liquido_direita,bolsonaro_2t_pct
RS,BOA VISTA DO SUL,88161,2531,1321,1531,499,508,165,210,9,201,75.086
RS,ITATI,89249,3458,1284,1494,1116,1127,188,210,11,199,57.001
SP,PARAÍSO,68152,4552,2075,2285,1199,1293,218,210,94,116,63.862
TO,ARAGUACEMA,92371,5146,1149,1359,2250,2130,158,210,-120,330,38.951
AL,SANTA LUZIA DO NORTE,28576,6477,1544,1753,3033,2859,243,209,-174,383,38.01
AM,SÃO PAULO DE OLIVENÇA,2755,21560,2022,2231,11870,11922,549,209,52,157,15.763
GO,CRISTIANÓPOLIS,93270,4033,1730,1939,996,1015,115,209,19,190,65.64
MA,BURITI BRAVO,7439,17812,1594,1803,10380,10994,437,209,614,-405,14.089
MG,CORONEL XAVIER CHAVES,43931,3169,669,878,1396,1466,169,209,70,139,37.457
MG,SENADOR MODESTINO GONÇALVES,53171,4803,660,869,1991,2132,146,209,141,68,28.957
PE,CUMARU,23973,14530,2315,2524,8449,8517,280,209,68,141,22.86
PE,ITAQUITINGA,24554,12852,2961,3170,6934,6867,342,209,-67,276,31.583
RS,VILA FLORES,86061,3448,2023,2232,572,625,170,209,53,156,78.124
BA,COCOS,34614,16411,3332,3540,7878,8154,259,208,276,-68,30.272
CE,IRACEMA,14214,12152,1334,1542,7258,7408,380,208,150,58,17.229
CE,QUITERIANÓPOLIS,13102,17042,1740,1948,10199,10682,721,208,483,-275,15.424
GO,ITAJÁ,94110,3674,1470,1678,1086,1091,182,208,5,203,60.599
MA,TURILÂNDIA,8605,16106,1934,2142,8384,8291,327,208,-93,301,20.531
PB,PIRPIRITUBA,21377,8209,1220,1428,4183,4359,345,208,176,32,24.676
PI,CRISTALÂNDIA DO PIAUÍ,10596,6256,553,761,3478,3523,140,208,45,163,17.764
PR,DIAMANTE DO NORTE,75396,4388,1765,1973,1433,1452,140,208,19,189,57.606
PR,GOIOXIM,75388,5428,1267,1475,2666,2635,203,208,-31,239,35.888
RJ,MACUCO,58386,7146,2514,2722,2721,2848,325,208,127,81,48.869
RN,IPANGUAÇU,16918,12927,1632,1840,8060,8258,313,208,198,10,18.221
RS,VICENTE DUTRA,89656,3837,1559,1767,1323,1279,139,208,-44,252,58.011
RS,VILA MARIA,85642,3675,1848,2056,945,964,148,208,19,189,68.079
SP,SANTA ALBERTINA,70157,5094,2194,2402,1442,1523,220,208,81,127,61.197
BA,BONITO,33804,12297,1365,1572,7602,7718,332,207,116,91,16.921
BA,WANDERLEY,39993,10727,2201,2408,5814,5856,166,207,42,165,29.138
CE,ALCÂNTARAS,13099,10293,803,1010,5755,6372,771,207,617,-410,13.682
MG,DORES DE GUANHÃES,44610,5274,1103,1310,2174,2292,135,207,118,89,36.369
PE,FREI MIGUELINHO,24155,12953,2455,2662,7057,7181,219,207,124,83,27.045
RN,ESPÍRITO SANTO,16691,7974,2241,2448,3328,3482,162,207,154,53,41.282
SC,VARGEM,80462,2628,847,1054,975,970,164,207,-5,212,52.075
BA,JUSSARA,36714,14150,806,1012,8970,9230,214,206,260,-54,9.881
GO,SÃO FRANCISCO DE GOIÁS,95931,5400,2005,2211,1363,1448,229,206,85,121,60.426
MG,MADRE DE DEUS DE MINAS,47813,4481,1143,1349,1989,2120,214,206,131,75,38.887
PA,CHAVES,4499,16139,2771,2977,6321,6117,763,206,-204,410,32.736
PR,QUATRO PONTES,74683,4067,2584,2790,477,484,123,206,7,199,85.217
RS,WESTFALIA,89524,2695,1319,1525,639,644,217,206,5,201,70.309
SP,ÁLVARES FLORENCE,61239,3618,1666,1872,904,984,144,206,80,126,65.546
MA,MONTES ALTOS,8397,7518,1751,1956,3765,3834,268,205,69,136,33.782
MG,ONÇA DE PITANGUI,49158,3360,1378,1583,1014,1014,157,205,0,205,60.955
MG,SENHORA DE OLIVEIRA,53198,5765,939,1144,2863,3139,209,205,276,-71,26.71
PA,ABEL FIGUEIREDO,4502,6022,1563,1768,2377,2357,195,205,-20,225,42.861
PR,TAMBOARA,79090,4164,1723,1928,1204,1284,166,205,80,125,60.025
SP,IRAPURU,65331,4564,1966,2171,1341,1407,212,205,66,139,60.676
MG,AGUANIL,40150,4338,1235,1439,1500,1607,176,204,107,97,47.242
MG,BUGRE,41769,4364,1414,1618,1530,1534,123,204,4,200,51.332
MG,MARLIÉRIA,48054,4518,1377,1581,1642,1764,203,204,122,82,47.265
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,12505,4785,640,844,2812,2899,237,204,87,117,22.549
PR,SANTANA DO ITARARÉ,78557,4666,1474,1678,1734,1858,160,204,124,80,47.455
RS,SÃO JOSÉ DO INHACORÁ,87742,2247,1001,1205,659,707,211,204,48,156,63.023
RS,TRÊS FORQUILHAS,88005,3300,1046,1250,1073,1069,176,204,-4,208,53.903
SE,TOMAR DO GERU,32492,10513,1882,2086,4871,4993,294,204,122,82,29.467
AM,IPIXUNA,2399,11615,2061,2264,4784,4833,472,203,49,154,31.901
MA,SANTO ANTÔNIO DOS LOPES,9032,15412,2812,3015,8052,8315,458,203,263,-60,26.611
MG,JACINTO,46930,9247,1866,2069,4028,4265,241,203,237,-34,32.665
MG,LASSANCE,47619,6228,1224,1427,2577,2684,174,203,107,96,34.712
MG,LIMEIRA DO OESTE,40363,6638,1964,2167,2666,2777,166,203,111,92,43.831
MS,ANAURILÂNDIA,90158,6303,1897,2100,2320,2305,327,203,-15,218,47.673
PB,TAPEROÁ,22314,11414,1357,1560,6094,6303,363,203,209,-6,19.84
SC,RANCHO QUEIMADO,82813,3758,1673,1876,696,743,201,203,47,156,71.63
SP,PAULO DE FARIA,68330,6121,2018,2221,2252,2368,232,203,116,87,48.398
SP,TACIBA,71595,5078,1806,2009,1995,2104,208,203,109,94,48.845
MA,ALDEIAS ALTAS,7056,18521,1836,2038,10611,11224,455,202,613,-411,15.367
MA,PIO XII,8710,18829,2609,2811,10924,11135,417,202,211,-9,20.156
MG,DIVINÉSIA,44377,5022,939,1141,2381,2444,162,202,63,139,31.827
MG,RIO ESPERA,51039,5795,1293,1495,2372,2524,248,202,152,50,37.198
RS,PRESIDENTE LUCENA,87505,2671,1470,1672,482,528,187,202,46,156,76.0
SC,ATALANTA,80357,2923,1776,1978,479,493,153,202,14,188,80.049
SE,RIBEIRÓPOLIS,32190,14752,3165,3367,7426,7768,600,202,342,-140,30.238
SP,MONTEIRO LOBATO,67350,3840,1386,1588,1286,1376,244,202,90,112,53.576
BA,CORIBE,34819,12869,2015,2216,6845,6904,235,201,59,142,24.298
BA,NOVA FÁTIMA,37567,7986,1182,1383,4316,4372,252,201,56,145,24.031
CE,UMARI,15750,6551,872,1073,3521,3744,378,201,223,-22,22.275
MG,FELISBURGO,45110,5979,825,1026,2498,2701,190,201,203,-2,27.529
MG,MINDURI,48372,3243,1048,1249,1256,1290,145,201,34,167,49.193
PR,CRUZEIRO DO SUL,75310,3924,1144,1345,1776,1842,148,201,66,135,42.203
PR,NOVA OLÍMPIA,79677,4855,2269,2470,1383,1422,140,201,39,162,63.464
RN,ALTO DO RODRIGUES,16136,12083,1522,1723,6989,7198,391,201,209,-8,19.314
RN,RIACHO DA CRUZ,18112,2793,362,563,1811,1665,98,201,-146,347,25.269
RN,SEVERIANO MELO,18694,6851,801,1002,4233,4352,312,201,119,82,18.715
RO,VALE DO PARAÍSO,558,5525,2607,2808,1517,1527,192,201,10,191,64.775
SC,BOM JARDIM DA SERRA,83895,3861,1396,1597,1206,1263,172,201,57,144,55.839
TO,NOVA OLINDA,96636,8137,2631,2832,3279,3356,261,201,77,124,45.766
BA,CARAÍBAS,34363,8731,1173,1373,4701,4883,358,200,182,18,21.947
MG,BONFINÓPOLIS DE MINAS,41637,5064,1260,1460,1996,2095,178,200,99,101,41.069
MG,CENTRAL DE MINAS,43133,5649,1895,2095,1956,2086,133,200,130,70,50.108
MG,GRUPIARA,45578,1792,574,774,596,529,58,200,-67,267,59.401
PE,CARNAÍBA,23779,16933,1335,1535,10101,10147,225,200,46,154,13.14
PE,FERREIROS,24090,10158,1905,2105,5422,5599,239,200,177,23,27.323
PE,JUPI,24651,13030,1296,1496,7953,8003,318,200,50,150,15.749
PR,ATALAIA,74411,3478,1544,1744,1128,1167,170,200,39,161,59.911
PR,ROSÁRIO DO IVAÍ,75744,4720,1788,1988,1428,1471,216,200,43,157,57.473
RS,BARRA FUNDA,86401,2724,1122,1322,864,944,237,200,80,120,58.341
RS,MONTE BELO DO SUL,87084,3036,1931,2131,414,450,159,200,36,164,82.565
RS,SÃO JORGE,84794,2441,1507,1707,443,434,116,200,-9,209,79.729
SC,PERITIBA,82473,2881,1510,1710,587,624,170,200,37,163,73.265
TO,BARROLÂNDIA,96997,4901,1537,1737,1844,1830,135,200,-14,214,48.696
GO,BRAZABRANTES,92711,3892,1300,1499,1121,1162,166,199,41,158,56.332
MG,CARRANCAS,42919,3439,1032,1231,1375,1471,193,199,96,103,45.559
MG,DOM CAVATI,44490,4344,1555,1754,1473,1524,119,199,51,148,53.508
RO,CABIXI,450,4949,2206,2405,1136,1106,145,199,-30,229,68.499
RS,CAPITÃO,86509,2872,1197,1396,857,876,195,199,19,180,61.444
RS,JACUTINGA,87190,2995,1371,1570,844,881,137,199,37,162,64.055
SC,URUPEMA,80160,2531,967,1166,753,767,174,199,14,185,60.321
SP,BARRA DO TURVO,62073,6327,1963,2162,2216,2239,177,199,23,176,49.125
BA,BROTAS DE MACAÚBAS,33898,9541,1338,1536,5239,5405,292,198,166,32,22.129
BA,IGRAPIÚNA,35700,9069,1274,1472,4713,4729,336,198,16,182,23.738
BA,SÃO JOSÉ DO JACUÍPE,38865,8846,1168,1366,4611,4910,287,198,299,-101,21.765
RN,IELMO MARINHO,16896,11540,2470,2668,5877,6033,401,198,156,42,30.663
SC,MORRO GRANDE,81086,2726,1591,1789,469,492,121,198,23,175,78.431
SC,XAVANTINA,83852,3394,1554,1752,1288,1315,119,198,27,171,57.124
AL,MURICI,28096,20666,4630,4827,8770,8202,840,197,-568,765,37.048
CE,SOLONÓPOLE,15610,14374,1484,1681,9230,9512,548,197,282,-85,15.018
GO,ALTO PARAÍSO DE GOIÁS,92118,7745,1758,1955,3064,3188,281,197,124,73,38.013
GO,PORTEIRÃO,93424,3977,1148,1345,1312,1267,130,197,-45,242,51.493
MG,SÃO JOSÉ DO GOIABAL,52671,4893,892,1089,2193,2288,152,197,95,102,32.248
PE,TRACUNHAÉM,26093,12092,2456,2653,6093,6264,249,197,171,26,29.752
RN,ANGICOS,16152,10241,2171,2368,5262,5347,412,197,85,112,30.693
RN,BOA SAÚDE,17035,8075,1996,2193,3537,3680,283,197,143,54,37.34
RS,SÃO VENDELINO,85383,2412,1175,1372,532,550,187,197,18,179,71.384
SC,SERRA ALTA,80284,2826,1415,1612,810,819,116,197,9,188,66.31
SP,FERNANDO PRESTES,64130,5092,2277,2474,1229,1265,224,197,36,161,66.167
BA,TERRA NOVA,39330,10502,1089,1285,6246,6398,358,196,152,44,16.725
GO,INACIOLÂNDIA,93165,4810,1248,1444,2046,2097,185,196,51,145,40.779
MA,SÃO BENTO,9075,29493,3574,3770,15757,15939,669,196,182,14,19.128
MG,JAPONVAR,42269,8567,989,1185,4519,4639,269,196,120,76,20.347
MT,PORTO ESPERIDIÃO,98876,8040,2779,2975,2474,2389,142,196,-85,281,55.462
PB,CONCEIÇÃO,19895,15447,1987,2183,8425,8486,414,196,61,135,20.461
PI,SÃO MIGUEL DO TAPUIO,12076,15650,1352,1548,9311,9604,380,196,293,-97,13.881
PR,BOM JESUS DO SUL,75167,3707,1165,1361,1658,1553,93,196,-105,301,46.706
PR,NOVA ESPERANÇA DO SUDOESTE,75027,5176,1439,1635,2266,2279,184,196,13,183,41.773
PR,NOVO ITACOLOMI,74420,3000,1243,1439,863,874,185,196,11,185,62.214
RS,HULHA NEGRA,86800,4891,1243,1439,2307,2292,242,196,-15,211,38.569
RS,PINHAL GRANDE,87386,3612,1123,1319,1477,1540,228,196,63,133,46.135
TO,PALMEIRÓPOLIS,96490,6172,2198,2394,1939,1958,181,196,19,177,55.009
MG,ALBERTINA,40274,3581,1416,1611,707,715,99,195,8,187,69.261
MT,NOVO SÃO JOAQUIM,98779,5509,2463,2658,1213,1241,128,195,28,167,68.171
MT,SÃO FÉLIX DO ARAGUAIA,91839,8519,2902,3097,1910,1981,202,195,71,124,60.989
PA,INHANGAPI,4677,9367,2509,2704,4409,4584,572,195,175,20,37.102
PE,XEXÉU,23060,11221,1948,2143,5064,5083,249,195,19,176,29.657
SP,MERIDIANO,66931,3777,1448,1643,1136,1176,210,195,40,155,58.283
SP,RIOLÂNDIA,69850,7099,2449,2644,2751,2761,169,195,10,185,48.918
SP,SANTA ERNESTINA,70319,5048,1905,2100,1794,1835,194,195,41,154,53.367
CE,PIRES FERREIRA,13048,8641,1026,1220,4928,5311,615,194,383,-189,18.68
MG,DIVISA ALEGRE,40126,5231,1141,1335,2248,2401,205,194,153,41,35.733
MG,ENGENHEIRO NAVARRO,44750,6193,1006,1200,3105,3222,182,194,117,77,27.137
MG,PEQUI,49913,3981,1301,1495,1375,1433,165,194,58,136,51.059
MS,PEDRO GOMES,91278,6063,2063,2257,2002,1966,195,194,-36,230,53.445
PB,OLHO D ÁGUA,21091,0,827,1021,3858,3989,238,194,131,63,20.379
PI,BERTOLÍNIA,10332,4990,739,933,2740,2609,165,194,-131,325,26.341
PI,CAPITÃO DE CAMPOS,10472,10509,1070,1264,6155,6397,377,194,242,-48,16.499
PR,LUNARDELLI,84590,4239,1595,1789,1400,1431,186,194,31,163,55.559
SC,BOCAINA DO SUL,81280,3184,1381,1575,996,1006,177,194,10,184,61.023
SP,TAIÚVA,71650,4406,2101,2295,1068,1154,233,194,86,108,66.541
CE,IPAUMIRIM,14150,9485,957,1150,5875,6113,411,193,238,-45,15.834
GO,SANTA RITA DO ARAGUAIA,95834,4468,1546,1739,1447,1451,131,193,4,189,54.514
MG,FORTALEZA DE MINAS,45250,3218,1088,1281,920,1022,159,193,102,91,55.623
PA,TRAIRÃO,4286,12451,5348,5541,2722,2599,290,193,-123,316,68.071
PR,BOA ESPERANÇA,74578,3981,2044,2237,851,878,118,193,27,166,71.814
SP,NOVA ALIANÇA,67571,5433,2379,2572,1311,1409,262,193,98,95,64.607
TO,ALVORADA,92134,8080,2772,2965,2491,2438,240,193,-53,246,54.877
AC,FEIJÓ,1139,24235,6191,6383,7930,7113,1008,192,-817,1009,47.295
AM,PAUINI,2712,11598,2045,2237,5206,4838,240,192,-368,560,31.618
ES,DIVINO DE SÃO LOURENÇO,56359,4905,1798,1990,1299,1299,187,192,0,192,60.505
GO,ITARUMÃ,94218,4685,1526,1718,1511,1525,201,192,14,178,52.976
GO,PALMINÓPOLIS,95150,4441,1944,2136,1046,1079,179,192,33,159,66.439
MG,PIRAJUBA,50130,4820,1394,1586,1734,1789,94,192,55,137,46.993
MG,SANTO ANTÔNIO DO AVENTUREIRO,51993,3746,1047,1239,1500,1620,165,192,120,72,43.337
MS,BANDEIRANTES,90298,6817,2223,2415,2072,2051,340,192,-21,213,54.075
RS,IBIRAPUITÃ,84964,3416,1388,1580,1309,1299,128,192,-10,202,54.88
RS,JAQUIRANA,84905,3763,1208,1400,1200,1239,161,192,39,153,53.05
SC,SÃO MARTINHO,83372,3233,2071,2263,475,532,157,192,57,135,80.966
BA,NOVO TRIUNFO,37621,8246,885,1076,4727,4787,265,191,60,131,18.352
BA,TABOCAS DO BREJO VELHO,39179,11304,1272,1463,6137,6348,268,191,211,-20,18.73
GO,ITAPIRAPUÃ,94153,6872,2262,2453,2530,2643,181,191,113,78,48.136
MG,SANTA BÁRBARA DO TUGÚRIO,51454,4344,687,878,2437,2579,181,191,142,49,25.398
PI,BENEDITINOS,10316,9620,814,1005,6277,6305,307,191,28,163,13.748
RN,PENDÊNCIAS,17973,10955,1551,1742,6626,6685,347,191,59,132,20.672
RS,DERRUBADAS,86665,2632,939,1130,1040,1034,218,191,-6,197,52.218
RS,PINTO BANDEIRA,89540,2443,1486,1677,332,332,124,191,0,191,83.474
SP,SEBASTIANÓPOLIS DO SUL,71277,3013,1324,1515,745,789,155,191,44,147,65.755
AL,PIRANHAS,28410,20155,1800,1990,10900,11134,612,190,234,-44,15.163
BA,BELMONTE,33677,14794,3057,3247,7605,7681,415,190,76,114,29.713
BA,BOTUPORÃ,33839,9534,946,1136,5457,5790,216,190,333,-143,16.402
BA,JUCURUÇU,36706,8450,1583,1773,4189,4326,251,190,137,53,29.07
GO,ARAÇU,92312,4176,1413,1603,1556,1588,205,190,32,158,50.235
GO,BRITÂNIA,92754,5203,1908,2098,1432,1480,211,190,48,142,58.636
MA,SÃO FRANCISCO DO BREJÃO,8281,8133,2165,2355,3592,3560,216,190,-32,222,39.814
MG,BOCAINA DE MINAS,41432,4421,1280,1470,1782,1931,224,190,149,41,43.223
MG,FRANCISCO DUMONT,45314,4747,974,1164,1813,1879,169,190,66,124,38.252
MG,SARDOÁ,53090,4959,1106,1296,1736,1855,149,190,119,71,41.13
MG,SÃO JOSÉ DO JACURI,52698,5278,913,1103,2453,2699,165,190,246,-56,29.011
MG,SÃO ROMÃO,52833,7310,1199,1389,3012,3171,152,190,159,31,30.461
PB,ARARA,19178,9338,1255,1445,4725,4913,370,190,188,2,22.727
PB,BARRA DE SANTANA,19780,7803,1268,1458,4145,4268,297,190,123,67,25.463
PE,JUREMA,24678,12388,1598,1788,6641,6783,317,190,142,48,20.861
PI,MONSENHOR GIL,11274,10468,1302,1492,6545,6538,343,190,-7,197,18.58
PR,PRESIDENTE CASTELO BRANCO,77879,3887,1248,1438,1625,1654,148,190,29,161,46.507
RO,CORUMBIARA,655,5747,2493,2683,1520,1524,236,190,4,186,63.775
SE,AQUIDABÃ,31038,17310,2671,2861,9492,9493,613,190,1,189,23.158
BA,ARACATU,33391,12587,1769,1958,7610,7868,295,189,258,-69,19.927
CE,SANTANA DO CARIRI,15431,13923,893,1082,9209,9549,449,189,340,-151,10.178
MG,BRÁS PIRES,41734,4706,1051,1240,1858,2026,120,189,168,21,37.967
MG,MONTEZUMA,40460,5998,1060,1249,2587,2830,253,189,243,-54,30.62
MT,GAÚCHA DO NORTE,90824,6808,2568,2757,1231,1268,94,189,37,152,68.497
PE,CAETÉS,23639,20699,1092,1281,12467,12668,271,189,201,-12,9.183
PI,ITAUEIRA,11010,9307,1141,1330,5129,5292,285,189,163,26,20.085
PR,GRANDES RIOS,79596,4762,2209,2398,1278,1328,197,189,50,139,64.359
PR,LINDOESTE,74047,5119,1529,1718,2173,2219,165,189,46,143,43.637
PR,SAUDADE DO IGUAÇU,75060,5308,1638,1827,2344,2334,175,189,-10,199,43.908
AC,BUJARI,1007,11150,4505,4693,2130,1958,553,188,-172,360,70.561
BA,JIQUIRIÇÁ,36650,11520,1525,1713,6306,6483,350,188,177,11,20.9
BA,PAU BRASIL,37796,7570,2130,2318,3219,3257,211,188,38,150,41.578
CE,MORAÚJO,14770,8324,1075,1263,4511,4578,412,188,67,121,21.623
CE,PORANGA,15210,10097,853,1041,6094,6336,314,188,242,-54,14.111
GO,CATURAÍ,93033,5466,1484,1672,1882,1982,223,188,100,88,45.758
GO,ITAGUARI,92282,5172,1664,1852,1992,2019,200,188,27,161,47.843
GO,MUNDO NOVO,96512,5374,1650,1838,1812,1797,115,188,-15,203,50.564
MA,SÃO DOMINGOS DO AZEITÃO,8265,6798,968,1156,3852,3797,156,188,-55,243,23.339
MG,CAMACHO,42072,3106,869,1057,1383,1451,111,188,68,120,42.145
MT,SANTA CARMEM,90107,4179,2063,2251,634,658,94,188,24,164,77.381
PE,GAMELEIRA,24171,14911,3191,3379,7597,7613,345,188,16,172,30.741
PR,JANIÓPOLIS,76376,4935,1724,1912,1771,1860,168,188,89,99,50.689
PR,MARIA HELENA,76856,4788,1878,2066,1720,1761,176,188,41,147,53.985
RS,CAMARGO,85960,2644,1170,1358,753,747,97,188,-6,194,64.513
GO,FAZENDA NOVA,93530,5547,2160,2347,1802,1830,185,187,28,159,56.189
PE,BUENOS AIRES,23531,12015,1812,1999,6638,6756,241,187,118,69,22.833
PI,REDENÇÃO DO GURGUÉIA,11738,7036,1180,1367,3558,3566,253,187,8,179,27.711
PR,MARUMBI,76970,3952,1412,1599,1530,1525,124,187,-5,192,51.184
PR,RANCHO ALEGRE,78034,3227,1357,1544,955,997,110,187,42,145,60.763
PR,SERRANÓPOLIS DO IGUAÇU,75647,4408,2403,2590,1012,1001,118,187,-11,198,72.125
RS,FAZENDA VILANOVA,88366,3799,1406,1593,1153,1132,203,187,-21,208,58.459
SC,ÁGUAS FRIAS,80500,2567,1047,1234,873,925,171,187,52,135,57.156
AL,BARRA DE SANTO ANTÔNIO,27090,14964,3400,3586,5358,5155,463,186,-203,389,41.025
BA,JUSSIAPE,36730,6536,974,1160,3764,3922,205,186,158,28,22.826
BA,MULUNGU DO MORRO,37427,10999,739,925,7141,7279,305,186,138,48,11.275
MG,DORES DO TURVO,44652,5461,1206,1392,2333,2509,206,186,176,10,35.683
MT,NOVA GUARITA,90140,4129,1706,1892,1017,1040,75,186,23,163,64.529
PE,CORTÊS,23957,11278,1972,2158,5666,5750,285,186,84,102,27.289
PE,SANTA MARIA DO CAMBUCÁ,25534,11552,2230,2416,5873,6135,272,186,262,-76,28.254
RS,MARIANA PIMENTEL,87009,3610,1473,1659,1076,1130,233,186,54,132,59.484
RS,SÃO NICOLAU,88870,4346,1112,1298,1884,1870,204,186,-14,200,40.972
SC,LACERDÓPOLIS,81817,1979,1098,1284,413,438,143,186,25,161,74.564
SP,IPIGUÁ,62243,4911,2125,2311,962,1010,184,186,48,138,69.587
AL,JEQUIÁ DA PRAIA,27065,8251,2669,2854,3064,2832,355,185,-232,417,50.193
BA,AMÉRICA DOURADA,30716,12523,1362,1547,8144,8303,303,185,159,26,15.706
BA,SERROLÂNDIA,39110,11062,1938,2123,5486,5606,312,185,120,65,27.468
MG,FELÍCIO DOS SANTOS,45071,5058,908,1093,1898,2087,271,185,189,-4,34.371
PA,FLORESTA DO ARAGUAIA,4561,13748,5350,5535,4826,4802,461,185,-24,209,53.546
RS,CHIAPETTA,86053,3650,1392,1577,1257,1259,167,185,2,183,55.606
SC,PRINCESA,81647,2565,1140,1325,780,790,133,185,10,175,62.648
SP,IBIRAREMA,64912,5069,2505,2690,1142,1229,203,185,87,98,68.64
SP,NIPOÃ,67555,3880,1523,1708,1175,1207,144,185,32,153,58.593
SP,ONDA VERDE,67814,4392,1618,1803,1270,1339,213,185,69,116,57.384
AM,BARCELOS,2097,12748,2299,2483,4675,4616,316,184,-59,243,34.977
BA,COTEGIPE,34878,11761,1499,1683,7011,7060,197,184,49,135,19.25
BA,OURIÇANGAS,37672,7232,556,740,4275,4295,214,184,20,164,14.697
GO,SÃO MIGUEL DO PASSA QUATRO,92665,4216,1285,1469,1281,1347,212,184,66,118,52.166
MG,OURO VERDE DE MINAS,49239,7250,1712,1896,2882,2910,131,184,28,156,39.451
MG,SERRA DOS AIMORÉS,53333,6273,1296,1480,2463,2537,171,184,74,110,36.843
MS,BODOQUENA,98019,6498,2289,2473,2343,2281,341,184,-62,246,52.019
MS,ROCHEDO,91499,4990,1603,1787,1399,1386,278,184,-13,197,56.319
PB,PITIMBU,21393,13177,2729,2913,6382,6366,305,184,-16,200,31.393
PE,BELÉM DO SÃO FRANCISCO,23310,15650,1590,1774,9731,9609,316,184,-122,306,15.585
RS,COLORADO,86096,3005,1598,1782,703,740,142,184,37,147,70.658
SP,ANHEMBI,61450,5485,2131,2315,1482,1498,188,184,16,168,60.713
SP,RIBEIRÃO CORRENTE,69639,4389,1586,1770,1396,1489,131,184,93,91,54.311
AL,PIAÇABUÇU,28355,13947,2830,3013,6621,6131,482,183,-490,673,32.951
BA,ARATUÍPE,33456,8442,987,1170,5022,5141,229,183,119,64,18.539
BA,IBIRAPITANGA,35556,14387,2314,2497,7057,7213,439,183,156,27,25.716
PA,MARACANÃ,4855,27844,5778,5961,13482,13178,1225,183,-304,487,31.146
PB,SALGADO DE SÃO FÉLIX,21636,10389,1719,1902,5264,5348,359,183,84,99,26.234
PI,SANTA FILOMENA,11835,5577,853,1036,2961,2927,149,183,-34,217,26.142
RJ,LAJE DO MURIAÉ,58459,6970,2042,2225,3165,3269,236,183,104,79,40.499
RN,SÃO JOSÉ DO CAMPESTRE,18430,10572,2438,2621,5148,5333,289,183,185,-2,32.952
RS,FAGUNDES VARELA,84930,2444,1450,1633,397,430,145,183,33,150,79.157
RS,JARI,88587,2803,794,977,1246,1290,187,183,44,139,43.097
RS,PAIM FILHO,87750,3770,1537,1720,1521,1484,70,183,-37,220,53.683
RS,VITÓRIA DAS MISSÕES,88129,3447,1123,1306,1394,1430,171,183,36,147,47.734
SP,ADOLFO,61034,3978,1822,2005,1101,1113,136,183,12,171,64.304
SP,MACEDÔNIA,66656,4118,1486,1669,1051,1082,143,183,31,152,60.669
TO,XAMBIOÁ,96431,8670,3068,3251,3150,3199,243,183,49,134,50.403
GO,SANTO ANTÔNIO DA BARRA,93203,4300,1199,1381,1732,1767,119,182,35,147,43.869
MA,CENTRO NOVO DO MARANHÃO,7463,11955,1653,1835,6952,7060,308,182,108,74,20.63
MG,BIQUINHAS,41394,2693,772,954,958,1025,122,182,67,115,48.206
MG,FAMA,45039,3358,1090,1272,1082,1087,89,182,5,177,53.921
MG,SETUBINHA,42404,9317,949,1131,4151,4499,182,182,348,-166,20.089
MG,SÃO JOÃO DA LAGOA,40703,5144,776,958,2616,2698,174,182,82,100,26.204
MG,SÃO THOMÉ DAS LETRAS,53031,5194,979,1161,2569,2688,202,182,119,63,30.164
MG,TOMBOS,53830,6723,2148,2330,2947,3101,181,182,154,28,42.902
PA,PAU D ARCO,4308,0,2667,2849,2452,2369,311,182,-83,265,54.599
PA,SÃO JOÃO DO ARAGUAIA,5495,13231,3086,3268,5024,4962,404,182,-62,244,39.708
PE,BARRA DE GUABIRABA,23256,10121,2618,2800,5025,4921,248,182,-104,286,36.265
RN,CARNAUBAIS,16497,8697,1342,1524,5192,5418,381,182,226,-44,21.953
RN,LAJES,17337,9491,1474,1656,5079,5145,385,182,66,116,24.349
RS,FORTALEZA DOS VALOS,98272,3692,1609,1791,1336,1357,190,182,21,161,56.893
RS,MARCELINO RAMOS,87394,3902,1645,1827,1302,1337,173,182,35,147,57.743
SP,JABORANDI,65854,5011,1920,2102,1876,1958,160,182,82,100,51.773
SP,SANTA CRUZ DA CONCEIÇÃO,70254,4152,1982,2164,855,921,208,182,66,116,70.146
MG,DONA EUSÉBIA,44571,5794,1848,2029,2457,2583,177,181,126,55,43.994
MG,MEDEIROS,48259,3335,1276,1457,897,948,136,181,51,130,60.582
MG,SÃO BRÁS DO SUAÇUÍ,52175,3760,805,986,1598,1704,213,181,106,75,36.654
RN,MARTINS,17477,7680,1077,1258,4040,4264,250,181,224,-43,22.782
RN,SERRA CAIADA,18058,9075,1761,1942,4522,4736,253,181,214,-33,29.081
SC,DOUTOR PEDRINHO,80080,3079,1806,1987,459,473,147,181,14,167,80.772
SC,PLANALTO ALEGRE,80543,2908,950,1131,1175,1218,159,181,43,138,48.148
SE,MOITA BONITA,31810,9833,2176,2357,4493,4751,426,181,258,-77,33.16
MG,DOM JOAQUIM,44512,4271,843,1023,1807,1903,144,180,96,84,34.962
MG,NOVORIZONTE,41181,4987,1084,1264,1921,2128,161,180,207,-27,37.264
MG,PAI PEDRO,41289,5559,754,934,2774,2881,130,180,107,73,24.482
MG,SOBRÁLIA,53538,4068,1286,1466,1520,1643,161,180,123,57,47.153
